===
Lewis VS. Stein
Battle 1: Lewis (AC) DEFEATED Stein (KH) : Lewis 27, Stein 25
Battle 477: Person (AS) DEFEATED Other guy (7H) : Person 41, Other guy 11
Battle 478: Other guy (KH) DEFEATED Person (8H) : Person 40, Other guy 12
Battle 479: Person (QD) DEFEATED Other guy (6D) : Person 41, Other guy 11
Battle 480: Other guy (QH) DEFEATED Person (3H) : Person 40, Other guy 12
Battle 481: Person (8C) DEFEATED Other guy (4S) : Person 41, Other guy 11
Battle 482: Other guy (AC) DEFEATED Person (4H) : Person 40, Other guy 12
Battle 483: Person (7S) DEFEATED Other guy (5H) : Person 41, Other guy 11
Battle 484: Other guy (TD) DEFEATED Person (2D) : Person 40, Other guy 12
Battle 485: Person (AD) DEFEATED Other guy (6C) : Person 41, Other guy 11
Battle 486: Other guy (QC) DEFEATED Person (8D) : Person 40, Other guy 12
Battle 487: Person (9C) DEFEATED Other guy (5C) : Person 41, Other guy 11
Battle 488: Other guy (TH) DEFEATED Person (8S) : Person 40, Other guy 12
Battle 489: Person (KD) DEFEATED Other guy (8H) : Person 41, Other guy 11
Battle 490: Other guy (KH) DEFEATED Person (4D) : Person 40, Other guy 12
Battle 491: Person (TS) DEFEATED Other guy (3H) : Person 41, Other guy 11
Battle 492: Other guy (QH) DEFEATED Person (3D) : Person 40, Other guy 12
Battle 493: Person (7C) DEFEATED Other guy (4H) : Person 41, Other guy 11
Battle 494: Other guy (AC) DEFEATED Person (3S) : Person 40, Other guy 12
Battle 495: Person (JD) DEFEATED Other guy (2D) : Person 41, Other guy 11
Battle 496: Other guy (TD) DEFEATED Person (6H) : Person 40, Other guy 12
Battle 497: Person (KS) DEFEATED Other guy (8D) : Person 41, Other guy 11
Battle 498: Other guy (QC) DEFEATED Person (7D) : Person 40, Other guy 12
Battle 499: Person (QS) DEFEATED Other guy (8S) : Person 41, Other guy 11
Battle 500: Other guy (TH) DEFEATED Person (5D) : Person 40, Other guy 12
Battle 501: Person (9H) DEFEATED Other guy (4D) : Person 41, Other guy 11
Battle 502: Other guy (KH) DEFEATED Person (2H) : Person 40, Other guy 12
Battle 503: Person (JC) DEFEATED Other guy (3D) : Person 41, Other guy 11
Battle 504: Other guy (QH) DEFEATED Person (4C) : Person 40, Other guy 12
Battle 505: Person (JH) DEFEATED Other guy (3S) : Person 41, Other guy 11
Battle 506: Other guy (AC) DEFEATED Person (2C) : Person 40, Other guy 12
Battle 507: Person (9D) DEFEATED Other guy (6H) : Person 41, Other guy 11
Battle 508: Other guy (TD) DEFEATED Person (3C) : Person 40, Other guy 12
Battle 509: Person (AH) DEFEATED Other guy (7D) : Person 41, Other guy 11
Battle 510: Other guy (QC) DEFEATED Person (6S) : Person 40, Other guy 12
Battle 511: Person (KC) DEFEATED Other guy (5D) : Person 41, Other guy 11
Battle 512: Other guy (TH) DEFEATED Person (9S) : Person 40, Other guy 12
Battle 513: Person (TC) DEFEATED Other guy (2H) : Person 41, Other guy 11
Battle 514: Other guy (KH) DEFEATED Person (2S) : Person 40, Other guy 12
Battle 515: Person (JS) DEFEATED Other guy (4C) : Person 41, Other guy 11
Battle 516: Other guy (QH) DEFEATED Person (5S) : Person 40, Other guy 12
Battle 517: Person (AS) DEFEATED Other guy (2C) : Person 41, Other guy 11
Battle 518: Other guy (AC) DEFEATED Person (7H) : Person 40, Other guy 12
Battle 519: Person (QD) DEFEATED Other guy (3C) : Person 41, Other guy 11
Battle 520: Other guy (TD) DEFEATED Person (6D) : Person 40, Other guy 12
Battle 521: Person (8C) DEFEATED Other guy (6S) : Person 41, Other guy 11
Battle 522: Other guy (QC) DEFEATED Person (4S) : Person 40, Other guy 12
Battle 523: Other guy (9S) DEFEATED Person (7S) : Person 39, Other guy 13
Battle 524: Other guy (TH) DEFEATED Person (5H) : Person 38, Other guy 14
Battle 525: Person (AD) DEFEATED Other guy (2S) : Person 39, Other guy 13
Battle 526: Other guy (KH) DEFEATED Person (6C) : Person 38, Other guy 14
Battle 527: Person (9C) DEFEATED Other guy (5S) : Person 39, Other guy 13
Battle 528: Other guy (QH) DEFEATED Person (5C) : Person 38, Other guy 14
Battle 529: Person (KD) DEFEATED Other guy (7H) : Person 39, Other guy 13
Battle 530: Other guy (AC) DEFEATED Person (8H) : Person 38, Other guy 14
Battle 531: Person (TS) DEFEATED Other guy (6D) : Person 39, Other guy 13
Battle 532: Other guy (TD) DEFEATED Person (3H) : Person 38, Other guy 14
Battle 533: Person (7C) DEFEATED Other guy (4S) : Person 39, Other guy 13
Battle 534: Other guy (QC) DEFEATED Person (4H) : Person 38, Other guy 14
Battle 535: Person (JD) DEFEATED Other guy (7S) : Person 39, Other guy 13
Battle 536: Other guy (9S) DEFEATED Person (2D) : Person 38, Other guy 14
Battle 537: Person (KS) DEFEATED Other guy (5H) : Person 39, Other guy 13
Battle 538: Other guy (TH) DEFEATED Person (8D) : Person 38, Other guy 14
Battle 539: Person (QS) DEFEATED Other guy (6C) : Person 39, Other guy 13
Battle 540: Other guy (KH) DEFEATED Person (8S) : Person 38, Other guy 14
Battle 541: Person (9H) DEFEATED Other guy (5C) : Person 39, Other guy 13
Battle 542: Other guy (QH) DEFEATED Person (4D) : Person 38, Other guy 14
Battle 543: Person (JC) DEFEATED Other guy (8H) : Person 39, Other guy 13
Battle 544: Other guy (AC) DEFEATED Person (3D) : Person 38, Other guy 14
Battle 545: Person (JH) DEFEATED Other guy (3H) : Person 39, Other guy 13
Battle 546: Other guy (TD) DEFEATED Person (3S) : Person 38, Other guy 14
Battle 547: Person (9D) DEFEATED Other guy (4H) : Person 39, Other guy 13
Battle 548: Other guy (QC) DEFEATED Person (6H) : Person 38, Other guy 14
Battle 549: Person (AH) DEFEATED Other guy (2D) : Person 39, Other guy 13
Battle 550: Other guy (9S) DEFEATED Person (7D) : Person 38, Other guy 14
Battle 551: Person (KC) DEFEATED Other guy (8D) : Person 39, Other guy 13
Battle 552: Other guy (TH) DEFEATED Person (5D) : Person 38, Other guy 14
Battle 553: Person (TC) DEFEATED Other guy (8S) : Person 39, Other guy 13
Battle 554: Other guy (KH) DEFEATED Person (2H) : Person 38, Other guy 14
Battle 555: Person (JS) DEFEATED Other guy (4D) : Person 39, Other guy 13
Battle 556: Other guy (QH) DEFEATED Person (4C) : Person 38, Other guy 14
Battle 557: Person (AS) DEFEATED Other guy (3D) : Person 39, Other guy 13
Battle 558: Other guy (AC) DEFEATED Person (2C) : Person 38, Other guy 14
Battle 559: Person (QD) DEFEATED Other guy (3S) : Person 39, Other guy 13
Battle 560: Other guy (TD) DEFEATED Person (3C) : Person 38, Other guy 14
Battle 561: Person (8C) DEFEATED Other guy (6H) : Person 39, Other guy 13
Battle 562: Other guy (QC) DEFEATED Person (6S) : Person 38, Other guy 14
Battle 563: Person (AD) DEFEATED Other guy (7D) : Person 39, Other guy 13
Battle 564: Other guy (9S) DEFEATED Person (2S) : Person 38, Other guy 14
Battle 565: Person (9C) DEFEATED Other guy (5D) : Person 39, Other guy 13
Battle 566: Other guy (TH) DEFEATED Person (5S) : Person 38, Other guy 14
Battle 567: Person (KD) DEFEATED Other guy (2H) : Person 39, Other guy 13
Battle 568: Other guy (KH) DEFEATED Person (7H) : Person 38, Other guy 14
Battle 569: Person (TS) DEFEATED Other guy (4C) : Person 39, Other guy 13
Battle 570: Other guy (QH) DEFEATED Person (6D) : Person 38, Other guy 14
Battle 571: Person (7C) DEFEATED Other guy (2C) : Person 39, Other guy 13
Battle 572: Other guy (AC) DEFEATED Person (4S) : Person 38, Other guy 14
Battle 573: Person (JD) DEFEATED Other guy (3C) : Person 39, Other guy 13
Battle 574: Other guy (TD) DEFEATED Person (7S) : Person 38, Other guy 14
Battle 575: Person (KS) DEFEATED Other guy (6S) : Person 39, Other guy 13
Battle 576: Other guy (QC) DEFEATED Person (5H) : Person 38, Other guy 14
Battle 577: Person (QS) DEFEATED Other guy (2S) : Person 39, Other guy 13
Battle 578: Other guy (9S) DEFEATED Person (6C) : Person 38, Other guy 14
Battle 579: Person (9H) DEFEATED Other guy (5S) : Person 39, Other guy 13
Battle 580: Other guy (TH) DEFEATED Person (5C) : Person 38, Other guy 14
Battle 581: Person (JC) DEFEATED Other guy (7H) : Person 39, Other guy 13
Battle 582: Other guy (KH) DEFEATED Person (8H) : Person 38, Other guy 14
Battle 583: Person (JH) DEFEATED Other guy (6D) : Person 39, Other guy 13
Battle 584: Other guy (QH) DEFEATED Person (3H) : Person 38, Other guy 14
Battle 585: Person (9D) DEFEATED Other guy (4S) : Person 39, Other guy 13
Battle 586: Other guy (AC) DEFEATED Person (4H) : Person 38, Other guy 14
Battle 587: Person (AH) DEFEATED Other guy (7S) : Person 39, Other guy 13
Battle 588: Other guy (TD) DEFEATED Person (2D) : Person 38, Other guy 14
Battle 589: Person (KC) DEFEATED Other guy (5H) : Person 39, Other guy 13
Battle 590: Other guy (QC) DEFEATED Person (8D) : Person 38, Other guy 14
Battle 591: Person (TC) DEFEATED Other guy (6C) : Person 39, Other guy 13
Battle 592: Other guy (9S) DEFEATED Person (8S) : Person 38, Other guy 14
Battle 593: Person (JS) DEFEATED Other guy (5C) : Person 39, Other guy 13
Battle 594: Other guy (TH) DEFEATED Person (4D) : Person 38, Other guy 14
Battle 595: Person (AS) DEFEATED Other guy (8H) : Person 39, Other guy 13
Battle 596: Other guy (KH) DEFEATED Person (3D) : Person 38, Other guy 14
Battle 597: Person (QD) DEFEATED Other guy (3H) : Person 39, Other guy 13
Battle 598: Other guy (QH) DEFEATED Person (3S) : Person 38, Other guy 14
Battle 599: Person (8C) DEFEATED Other guy (4H) : Person 39, Other guy 13
Battle 600: Other guy (AC) DEFEATED Person (6H) : Person 38, Other guy 14
Battle 601: Person (AD) DEFEATED Other guy (2D) : Person 39, Other guy 13
Battle 602: Other guy (TD) DEFEATED Person (7D) : Person 38, Other guy 14
Battle 603: Person (9C) DEFEATED Other guy (8D) : Person 39, Other guy 13
Battle 604: Other guy (QC) DEFEATED Person (5D) : Person 38, Other guy 14
Battle 605: Person (KD) DEFEATED Other guy (8S) : Person 39, Other guy 13
Battle 606: Other guy (9S) DEFEATED Person (2H) : Person 38, Other guy 14
Battle 607: Person (TS) DEFEATED Other guy (4D) : Person 39, Other guy 13
Battle 608: Other guy (TH) DEFEATED Person (4C) : Person 38, Other guy 14
Battle 609: Person (7C) DEFEATED Other guy (3D) : Person 39, Other guy 13
Battle 610: Other guy (KH) DEFEATED Person (2C) : Person 38, Other guy 14
Battle 611: Person (JD) DEFEATED Other guy (3S) : Person 39, Other guy 13
Battle 612: Other guy (QH) DEFEATED Person (3C) : Person 38, Other guy 14
Battle 613: Person (KS) DEFEATED Other guy (6H) : Person 39, Other guy 13
Battle 614: Other guy (AC) DEFEATED Person (6S) : Person 38, Other guy 14
Battle 615: Person (QS) DEFEATED Other guy (7D) : Person 39, Other guy 13
Battle 616: Other guy (TD) DEFEATED Person (2S) : Person 38, Other guy 14
Battle 617: Person (9H) DEFEATED Other guy (5D) : Person 39, Other guy 13
Battle 618: Other guy (QC) DEFEATED Person (5S) : Person 38, Other guy 14
Battle 619: Person (JC) DEFEATED Other guy (2H) : Person 39, Other guy 13
Battle 620: Other guy (9S) DEFEATED Person (7H) : Person 38, Other guy 14
Battle 621: Person (JH) DEFEATED Other guy (4C) : Person 39, Other guy 13
Battle 622: Other guy (TH) DEFEATED Person (6D) : Person 38, Other guy 14
Battle 623: Person (9D) DEFEATED Other guy (2C) : Person 39, Other guy 13
Battle 624: Other guy (KH) DEFEATED Person (4S) : Person 38, Other guy 14
Battle 625: Person (AH) DEFEATED Other guy (3C) : Person 39, Other guy 13
Battle 626: Other guy (QH) DEFEATED Person (7S) : Person 38, Other guy 14
Battle 627: Person (KC) DEFEATED Other guy (6S) : Person 39, Other guy 13
Battle 628: Other guy (AC) DEFEATED Person (5H) : Person 38, Other guy 14
Battle 629: Person (TC) DEFEATED Other guy (2S) : Person 39, Other guy 13
Battle 630: Other guy (TD) DEFEATED Person (6C) : Person 38, Other guy 14
Battle 631: Person (JS) DEFEATED Other guy (5S) : Person 39, Other guy 13
Battle 632: Other guy (QC) DEFEATED Person (5C) : Person 38, Other guy 14
Battle 633: Person (AS) DEFEATED Other guy (7H) : Person 39, Other guy 13
Battle 634: Other guy (9S) DEFEATED Person (8H) : Person 38, Other guy 14
Battle 635: Person (QD) DEFEATED Other guy (6D) : Person 39, Other guy 13
Battle 636: Other guy (TH) DEFEATED Person (3H) : Person 38, Other guy 14
Battle 637: Person (8C) DEFEATED Other guy (4S) : Person 39, Other guy 13
Battle 638: Other guy (KH) DEFEATED Person (4H) : Person 38, Other guy 14
Battle 639: Person (AD) DEFEATED Other guy (7S) : Person 39, Other guy 13
Battle 640: Other guy (QH) DEFEATED Person (2D) : Person 38, Other guy 14
Battle 641: Person (9C) DEFEATED Other guy (5H) : Person 39, Other guy 13
Battle 642: Other guy (AC) DEFEATED Person (8D) : Person 38, Other guy 14
Battle 643: Person (KD) DEFEATED Other guy (6C) : Person 39, Other guy 13
Battle 644: Other guy (TD) DEFEATED Person (8S) : Person 38, Other guy 14
Battle 645: Person (TS) DEFEATED Other guy (5C) : Person 39, Other guy 13
Battle 646: Other guy (QC) DEFEATED Person (4D) : Person 38, Other guy 14
Battle 647: Other guy (8H) DEFEATED Person (7C) : Person 37, Other guy 15
Battle 648: Other guy (9S) DEFEATED Person (3D) : Person 36, Other guy 16
Battle 649: Person (JD) DEFEATED Other guy (3H) : Person 37, Other guy 15
Battle 650: Other guy (TH) DEFEATED Person (3S) : Person 36, Other guy 16
Battle 651: Person (KS) DEFEATED Other guy (4H) : Person 37, Other guy 15
Battle 652: Other guy (KH) DEFEATED Person (6H) : Person 36, Other guy 16
Battle 653: Person (QS) DEFEATED Other guy (2D) : Person 37, Other guy 15
Battle 654: Other guy (QH) DEFEATED Person (7D) : Person 36, Other guy 16
Battle 655: Person (9H) DEFEATED Other guy (8D) : Person 37, Other guy 15
Battle 656: Other guy (AC) DEFEATED Person (5D) : Person 36, Other guy 16
Battle 657: Person (JC) DEFEATED Other guy (8S) : Person 37, Other guy 15
Battle 658: Other guy (TD) DEFEATED Person (2H) : Person 36, Other guy 16
Battle 659: Person (JH) DEFEATED Other guy (4D) : Person 37, Other guy 15
Battle 660: Other guy (QC) DEFEATED Person (4C) : Person 36, Other guy 16
Battle 661: Person (9D) DEFEATED Other guy (7C) : Person 37, Other guy 15
Battle 662: Other guy (8H) DEFEATED Person (2C) : Person 36, Other guy 16
Battle 663: Person (AH) DEFEATED Other guy (3D) : Person 37, Other guy 15
Battle 664: Other guy (9S) DEFEATED Person (3C) : Person 36, Other guy 16
Battle 665: Person (KC) DEFEATED Other guy (3S) : Person 37, Other guy 15
Battle 666: Other guy (TH) DEFEATED Person (6S) : Person 36, Other guy 16
Battle 667: Person (TC) DEFEATED Other guy (6H) : Person 37, Other guy 15
Battle 668: Other guy (KH) DEFEATED Person (2S) : Person 36, Other guy 16
Battle 669: Person (JS) DEFEATED Other guy (7D) : Person 37, Other guy 15
Battle 670: Other guy (QH) DEFEATED Person (5S) : Person 36, Other guy 16
Battle 671: Person (AS) DEFEATED Other guy (5D) : Person 37, Other guy 15
Battle 672: Other guy (AC) DEFEATED Person (7H) : Person 36, Other guy 16
Battle 673: Person (QD) DEFEATED Other guy (2H) : Person 37, Other guy 15
Battle 674: Other guy (TD) DEFEATED Person (6D) : Person 36, Other guy 16
Battle 675: Person (8C) DEFEATED Other guy (4C) : Person 37, Other guy 15
Battle 676: Other guy (QC) DEFEATED Person (4S) : Person 36, Other guy 16
Battle 677: Person (AD) DEFEATED Other guy (2C) : Person 37, Other guy 15
Battle 678: Other guy (8H) DEFEATED Person (7S) : Person 36, Other guy 16
Battle 679: Person (9C) DEFEATED Other guy (3C) : Person 37, Other guy 15
Battle 680: Other guy (9S) DEFEATED Person (5H) : Person 36, Other guy 16
Battle 681: Person (KD) DEFEATED Other guy (6S) : Person 37, Other guy 15
Battle 682: Other guy (TH) DEFEATED Person (6C) : Person 36, Other guy 16
Battle 683: Person (TS) DEFEATED Other guy (2S) : Person 37, Other guy 15
Battle 684: Other guy (KH) DEFEATED Person (5C) : Person 36, Other guy 16
Battle 685: Person (JD) DEFEATED Other guy (5S) : Person 37, Other guy 15
Battle 686: Other guy (QH) DEFEATED Person (3H) : Person 36, Other guy 16
Battle 687: Person (KS) DEFEATED Other guy (7H) : Person 37, Other guy 15
Battle 688: Other guy (AC) DEFEATED Person (4H) : Person 36, Other guy 16
Battle 689: Person (QS) DEFEATED Other guy (6D) : Person 37, Other guy 15
Battle 690: Other guy (TD) DEFEATED Person (2D) : Person 36, Other guy 16
Battle 691: Person (9H) DEFEATED Other guy (4S) : Person 37, Other guy 15
Battle 692: Other guy (QC) DEFEATED Person (8D) : Person 36, Other guy 16
Battle 693: Person (JC) DEFEATED Other guy (7S) : Person 37, Other guy 15
Battle 694: Other guy (8H) TIED Person (8S) : Person 32, Other guy 20
Battle 695: Person (AH) DEFEATED Other guy (5C) : Person 33, Other guy 19
Battle 696: Other guy (KH) DEFEATED Person (3D) : Person 32, Other guy 20
Battle 697: Person (KC) DEFEATED Other guy (3H) : Person 33, Other guy 19
Battle 698: Other guy (QH) DEFEATED Person (3S) : Person 32, Other guy 20
Battle 699: Person (TC) DEFEATED Other guy (4H) : Person 33, Other guy 19
Battle 700: Other guy (AC) DEFEATED Person (6H) : Person 32, Other guy 20
Battle 701: Person (JS) DEFEATED Other guy (2D) : Person 33, Other guy 19
Battle 702: Other guy (TD) DEFEATED Person (7D) : Person 32, Other guy 20
Battle 703: Person (AS) DEFEATED Other guy (8D) : Person 33, Other guy 19
Battle 704: Other guy (QC) DEFEATED Person (5D) : Person 32, Other guy 20
Battle 705: Person (QD) DEFEATED Other guy (8S) : Person 33, Other guy 19
Battle 706: Other guy (8H) DEFEATED Person (2H) : Person 32, Other guy 20
Battle 707: Other guy (JH) DEFEATED Person (8C) : Person 31, Other guy 21
Battle 708: Other guy (4D) TIED Person (4C) : Person 26, Other guy 26
Battle 709: Person (KD) DEFEATED Other guy (6C) : Person 27, Other guy 25
Battle 710: Other guy (TH) DEFEATED Person (6S) : Person 26, Other guy 26
Battle 711: Person (TS) DEFEATED Other guy (3D) : Person 27, Other guy 25
Battle 712: Other guy (KH) DEFEATED Person (2S) : Person 26, Other guy 26
Battle 713: Person (JD) DEFEATED Other guy (3S) : Person 27, Other guy 25
Battle 714: Other guy (QH) DEFEATED Person (5S) : Person 26, Other guy 26
Battle 715: Person (KS) DEFEATED Other guy (6H) : Person 27, Other guy 25
Battle 716: Other guy (AC) DEFEATED Person (7H) : Person 26, Other guy 26
Battle 717: Person (QS) DEFEATED Other guy (7D) : Person 27, Other guy 25
Battle 718: Other guy (TD) DEFEATED Person (6D) : Person 26, Other guy 26
Battle 719: Person (9H) DEFEATED Other guy (5D) : Person 27, Other guy 25
Battle 720: Other guy (QC) DEFEATED Person (4S) : Person 26, Other guy 26
Battle 721: Person (JC) DEFEATED Other guy (2H) : Person 27, Other guy 25
Battle 722: Other guy (8H) DEFEATED Person (7S) : Person 26, Other guy 26
Battle 723: Person (AH) DEFEATED Other guy (8C) : Person 27, Other guy 25
Battle 724: Other guy (JH) DEFEATED Person (5C) : Person 26, Other guy 26
Battle 725: Person (KC) DEFEATED Other guy (4C) : Person 27, Other guy 25
Battle 726: Other guy (4D) DEFEATED Person (3H) : Person 26, Other guy 26
Battle 727: Other guy (AD) DEFEATED Person (TC) : Person 25, Other guy 27
Battle 728: Person (4H) DEFEATED Other guy (2C) : Person 26, Other guy 26
